"dep","dur","mem","jour","temp","prec","pointe"
2021-07-15 15:55:06,1182,0,"jeudi",25.3,3.2,2
2021-07-01 17:23:51,1757,0,"jeudi",20.6,0,2
2021-07-29 15:40:12,736,0,"jeudi",17.7,0.7,2
2021-07-22 17:07:29,758,0,"jeudi",19.6,0,2
2021-08-19 06:42:16,665,0,"jeudi",23.7,0.5,1
2021-08-12 08:21:04,674,0,"jeudi",26.9,0,1
2021-08-12 08:25:55,566,0,"jeudi",26.9,0,1
2021-08-26 08:18:24,732,0,"jeudi",27.6,0,1
2021-08-19 09:06:32,991,0,"jeudi",23.7,0.5,1
2021-08-12 23:33:58,877,0,"jeudi",26.9,0,3
2021-08-26 11:58:28,2568,0,"jeudi",27.6,0,3
2021-08-26 14:34:03,925,0,"jeudi",27.6,0,3
2021-08-26 12:27:38,524,0,"jeudi",27.6,0,3
2021-08-12 11:19:08,288,0,"jeudi",26.9,0,3
2021-08-05 16:09:47,691,0,"jeudi",22.1,0,2
2021-08-05 18:32:48,1942,0,"jeudi",22.1,0,2
2021-08-19 18:27:46,891,0,"jeudi",23.7,0.5,2
2021-08-19 17:33:09,636,0,"jeudi",23.7,0.5,2
2021-08-19 15:48:13,796,0,"jeudi",23.7,0.5,2
2021-09-09 07:30:38,803,0,"jeudi",19.5,1.6,1
2021-09-30 08:55:27,944,0,"jeudi",11.3,0,1
2021-09-02 07:13:36,652,0,"jeudi",15.6,0,1
2021-09-30 07:36:51,450,0,"jeudi",11.3,0,1
2021-09-02 09:14:55,513,0,"jeudi",15.6,0,1
2021-09-09 19:41:07,1332,0,"jeudi",19.5,1.6,3
2021-09-09 22:13:07,658,0,"jeudi",19.5,1.6,3
2021-09-23 19:21:37,469,0,"jeudi",24.7,6.3,3
2021-09-30 13:23:20,358,0,"jeudi",11.3,0,3
2021-09-02 21:15:26,405,0,"jeudi",15.6,0,3
2021-09-16 17:14:17,2181,0,"jeudi",16.9,0.2,2
2021-09-02 17:15:27,1808,0,"jeudi",15.6,0,2
2021-09-02 18:13:26,1191,0,"jeudi",15.6,0,2
2021-09-23 18:54:29,443,0,"jeudi",24.7,6.3,2
2021-09-02 17:14:16,1030,0,"jeudi",15.6,0,2
2021-10-14 07:47:42,759,0,"jeudi",18.3,0,1
2021-10-28 08:13:01,749,0,"jeudi",7.9,0,1
2021-10-21 06:42:47,505,0,"jeudi",11.7,5.8,1
2021-10-21 08:14:40,649,0,"jeudi",11.7,5.8,1
2021-10-28 07:43:41,590,0,"jeudi",7.9,0,1
2021-10-07 19:08:41,968,0,"jeudi",14.4,0,3
