"dep","dur","mem","jour","temp","prec","pointe"
2021-05-16 17:13:04,648,0,"dimanche",15.8,0.3,2
2021-05-02 15:07:58,952,0,"dimanche",10,0,2
2021-06-13 06:53:39,353,0,"dimanche",21.6,2.8,1
2021-06-20 09:12:18,785,0,"dimanche",21.8,0,1
2021-06-06 09:42:49,314,0,"dimanche",24.5,0,1
2021-06-20 07:15:51,4707,0,"dimanche",21.8,0,1
2021-06-20 09:28:26,1075,0,"dimanche",21.8,0,1
2021-06-13 22:51:15,1347,0,"dimanche",21.6,2.8,3
2021-06-20 20:34:44,876,0,"dimanche",21.8,0,3
2021-06-06 02:51:39,1730,0,"dimanche",24.5,0,3
2021-06-20 10:49:41,2171,0,"dimanche",21.8,0,3
2021-06-20 12:16:20,441,0,"dimanche",21.8,0,3
2021-06-27 15:52:57,1597,0,"dimanche",26.9,0,2
2021-06-27 17:50:20,1098,0,"dimanche",26.9,0,2
2021-06-20 16:55:25,2675,0,"dimanche",21.8,0,2
2021-06-06 17:05:31,376,0,"dimanche",24.5,0,2
2021-06-13 18:16:20,667,0,"dimanche",21.6,2.8,2
2021-07-04 09:53:29,1002,0,"dimanche",18.4,0,1
2021-07-25 09:37:24,995,0,"dimanche",22.8,13.9,1
2021-07-25 09:49:22,556,0,"dimanche",22.8,13.9,1
2021-07-11 09:43:38,653,0,"dimanche",21,0,1
2021-07-11 09:11:56,1713,0,"dimanche",21,0,1
2021-07-11 23:51:33,370,0,"dimanche",21,0,3
2021-07-04 12:22:30,753,0,"dimanche",18.4,0,3
2021-07-04 22:37:20,426,0,"dimanche",18.4,0,3
2021-07-18 03:25:57,1203,0,"dimanche",21.8,0,3
2021-07-25 01:35:44,221,0,"dimanche",22.8,13.9,3
2021-07-04 17:45:45,995,0,"dimanche",18.4,0,2
2021-07-18 17:41:02,3412,0,"dimanche",21.8,0,2
2021-07-04 15:51:26,1852,0,"dimanche",18.4,0,2
2021-07-18 16:31:18,903,0,"dimanche",21.8,0,2
2021-07-18 15:45:17,1509,0,"dimanche",21.8,0,2
2021-08-15 08:51:07,2977,0,"dimanche",18.2,0,1
2021-08-01 08:59:52,659,0,"dimanche",16.9,0,1
2021-08-22 09:58:37,252,0,"dimanche",28.2,0,1
2021-08-22 06:30:27,906,0,"dimanche",28.2,0,1
2021-08-01 09:48:25,492,0,"dimanche",16.9,0,1
2021-08-15 11:37:49,1342,0,"dimanche",18.2,0,3
2021-08-08 10:41:29,1161,0,"dimanche",24,0,3
2021-08-15 21:55:38,296,0,"dimanche",18.2,0,3
2021-08-01 03:53:19,659,0,"dimanche",16.9,0,3
2021-08-08 14:08:29,999,0,"dimanche",24,0,3
2021-08-15 16:46:01,2583,0,"dimanche",18.2,0,2
2021-08-22 18:20:31,836,0,"dimanche",28.2,0,2
2021-08-22 17:09:36,358,0,"dimanche",28.2,0,2
2021-08-01 18:46:29,1001,0,"dimanche",16.9,0,2
2021-08-29 15:09:57,522,0,"dimanche",19.3,6.5,2
2021-09-05 08:55:36,203,0,"dimanche",19.5,13.6,1
2021-09-19 09:43:10,494,0,"dimanche",15.4,0,1
2021-09-12 09:17:32,599,0,"dimanche",19.1,0,1
2021-09-12 08:36:01,2640,0,"dimanche",19.1,0,1
2021-09-26 08:26:25,950,0,"dimanche",16.7,0,1
2021-09-19 10:35:59,588,0,"dimanche",15.4,0,3
2021-09-19 12:02:17,1610,0,"dimanche",15.4,0,3
2021-09-19 23:29:48,137,0,"dimanche",15.4,0,3
2021-09-05 11:30:51,1339,0,"dimanche",19.5,13.6,3
2021-09-05 12:16:37,81,0,"dimanche",19.5,13.6,3
2021-09-12 17:06:17,784,0,"dimanche",19.1,0,2
2021-09-26 16:09:32,1017,0,"dimanche",16.7,0,2
2021-09-12 17:15:40,496,0,"dimanche",19.1,0,2
2021-09-26 18:03:26,716,0,"dimanche",16.7,0,2
2021-09-12 17:12:03,1115,0,"dimanche",19.1,0,2
2021-10-24 09:44:16,998,0,"dimanche",7.3,0,1
2021-10-10 09:32:28,502,0,"dimanche",16.2,0,1
2021-10-24 06:21:28,490,0,"dimanche",7.3,0,1
2021-10-10 09:40:27,493,0,"dimanche",16.2,0,1
2021-10-17 09:59:49,254,0,"dimanche",11.1,0.2,1
2021-10-17 13:33:30,173,0,"dimanche",11.1,0.2,3
2021-10-10 22:07:44,265,0,"dimanche",16.2,0,3
2021-10-24 14:34:13,126,0,"dimanche",7.3,0,3
2021-10-24 10:39:29,217,0,"dimanche",7.3,0,3
2021-10-17 13:13:36,619,0,"dimanche",11.1,0.2,3
2021-10-17 17:06:26,1561,0,"dimanche",11.1,0.2,2
2021-10-03 15:16:10,246,0,"dimanche",13,0.7,2
2021-10-03 18:22:18,1750,0,"dimanche",13,0.7,2
2021-10-24 16:45:51,573,0,"dimanche",7.3,0,2
2021-10-24 18:22:10,2700,0,"dimanche",7.3,0,2
2021-05-20 09:23:36,3766,0,"jeudi",23.4,0,1
2021-05-13 08:54:26,964,0,"jeudi",13.4,0,1
2021-05-13 07:45:15,1459,0,"jeudi",13.4,0,1
2021-05-27 08:03:30,485,0,"jeudi",11.5,0,1
2021-05-13 08:55:39,640,0,"jeudi",13.4,0,1
2021-05-06 20:51:27,1427,0,"jeudi",10.2,0,3
2021-05-20 20:02:42,765,0,"jeudi",23.4,0,3
2021-05-20 19:06:58,1131,0,"jeudi",23.4,0,3
2021-05-13 19:38:21,1102,0,"jeudi",13.4,0,3
2021-05-20 11:36:21,1368,0,"jeudi",23.4,0,3
2021-05-20 15:32:00,1337,0,"jeudi",23.4,0,2
2021-05-27 17:26:30,1751,0,"jeudi",11.5,0,2
2021-05-27 17:45:16,677,0,"jeudi",11.5,0,2
2021-05-06 17:02:12,3829,0,"jeudi",10.2,0,2
2021-05-27 15:58:00,1191,0,"jeudi",11.5,0,2
2021-06-17 09:26:30,283,0,"jeudi",18.2,0,1
2021-06-24 07:34:36,392,0,"jeudi",20.4,0,1
2021-06-17 08:38:37,1128,0,"jeudi",18.2,0,1
2021-06-24 08:36:31,543,0,"jeudi",20.4,0,1
2021-06-17 08:56:13,356,0,"jeudi",18.2,0,1
2021-06-17 21:59:36,146,0,"jeudi",18.2,0,3
2021-06-24 21:58:14,1336,0,"jeudi",20.4,0,3
2021-06-24 02:25:44,205,0,"jeudi",20.4,0,3
2021-06-17 21:40:16,1122,0,"jeudi",18.2,0,3
2021-06-24 12:51:54,882,0,"jeudi",20.4,0,3
2021-06-24 18:04:28,458,0,"jeudi",20.4,0,2
2021-06-24 17:38:28,632,0,"jeudi",20.4,0,2
2021-06-24 18:50:53,1184,0,"jeudi",20.4,0,2
2021-06-24 17:38:48,632,0,"jeudi",20.4,0,2
2021-06-03 17:59:42,442,0,"jeudi",17.5,6.3,2
2021-07-29 08:10:25,3658,0,"jeudi",17.7,0.7,1
2021-07-08 08:28:42,1244,0,"jeudi",17.2,16.1,1
2021-07-01 08:12:04,351,0,"jeudi",20.6,0,1
2021-07-01 09:35:43,478,0,"jeudi",20.6,0,1
2021-07-29 09:08:41,919,0,"jeudi",17.7,0.7,1
2021-07-08 10:51:04,690,0,"jeudi",17.2,16.1,3
2021-07-15 12:01:26,1138,0,"jeudi",25.3,3.2,3
2021-07-01 14:13:01,1058,0,"jeudi",20.6,0,3
2021-07-15 20:09:58,2250,0,"jeudi",25.3,3.2,3
2021-07-01 19:27:12,798,0,"jeudi",20.6,0,3
2021-07-08 16:27:05,1059,0,"jeudi",17.2,16.1,2
2021-07-01 15:38:27,1890,0,"jeudi",20.6,0,2
2021-07-01 17:58:51,531,0,"jeudi",20.6,0,2
2021-07-22 18:16:01,695,0,"jeudi",19.6,0,2
2021-07-01 17:33:58,2535,0,"jeudi",20.6,0,2
2021-08-26 09:14:08,524,0,"jeudi",27.6,0,1
2021-08-12 09:30:35,586,0,"jeudi",26.9,0,1
2021-08-26 09:44:46,440,0,"jeudi",27.6,0,1
2021-08-05 09:06:00,120,0,"jeudi",22.1,0,1
2021-08-26 08:19:26,587,0,"jeudi",27.6,0,1
2021-08-19 00:46:44,513,0,"jeudi",23.7,0.5,3
2021-08-05 22:43:32,140,0,"jeudi",22.1,0,3
2021-08-19 01:17:39,338,0,"jeudi",23.7,0.5,3
2021-08-19 03:57:33,444,0,"jeudi",23.7,0.5,3
2021-08-12 21:31:15,455,0,"jeudi",26.9,0,3
2021-08-19 17:30:16,405,0,"jeudi",23.7,0.5,2
2021-08-05 17:08:01,360,0,"jeudi",22.1,0,2
2021-08-12 18:35:07,1107,0,"jeudi",26.9,0,2
2021-08-05 16:07:46,276,0,"jeudi",22.1,0,2
2021-08-12 18:05:47,454,0,"jeudi",26.9,0,2
2021-09-02 08:26:33,799,0,"jeudi",15.6,0,1
2021-09-23 09:59:23,812,0,"jeudi",24.7,6.3,1
2021-09-23 08:08:55,1301,0,"jeudi",24.7,6.3,1
2021-09-23 08:42:06,731,0,"jeudi",24.7,6.3,1
2021-09-02 09:23:57,1124,0,"jeudi",15.6,0,1
2021-09-23 21:39:36,467,0,"jeudi",24.7,6.3,3
2021-09-16 19:25:26,949,0,"jeudi",16.9,0.2,3
2021-09-02 23:43:53,863,0,"jeudi",15.6,0,3
2021-09-09 20:10:22,318,0,"jeudi",19.5,1.6,3
2021-09-16 20:39:49,602,0,"jeudi",16.9,0.2,3
2021-09-16 15:12:29,1309,0,"jeudi",16.9,0.2,2
2021-09-02 18:32:39,1655,0,"jeudi",15.6,0,2
2021-09-23 17:10:37,871,0,"jeudi",24.7,6.3,2
2021-09-30 18:07:50,628,0,"jeudi",11.3,0,2
2021-09-30 15:39:48,1268,0,"jeudi",11.3,0,2
2021-10-21 07:41:44,812,0,"jeudi",11.7,5.8,1
2021-10-07 09:41:42,745,0,"jeudi",14.4,0,1
2021-10-07 07:08:05,524,0,"jeudi",14.4,0,1
2021-10-14 08:02:58,573,0,"jeudi",18.3,0,1
2021-10-07 09:11:08,928,0,"jeudi",14.4,0,1
2021-10-21 13:01:19,305,0,"jeudi",11.7,5.8,3
